ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781172856.7277942,0.0,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,442678,544,27,0.11529,24,0.057384,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172856.8285606,0.10076642036437988,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,2139535,599,19,0.08113,18,0.043038,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172856.9288979,0.20110368728637695,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,3833569,599,22,0.09394,25,0.059775,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172857.0290818,0.3012876510620117,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,5511481,599,20,0.0854,19,0.045429,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172857.1294656,0.4016714096069336,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,7171939,598,23,0.09821,25,0.059775,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172857.2296057,0.5018115043640137,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,8883460,599,18,0.07686,23,0.054993,305,48,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172857.3296955,0.6019012928009033,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,10561059,600,16,0.06832,19,0.045429,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172857.4299216,0.7021274566650391,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,12239171,599,15,0.06405,17,0.040647,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172857.5299456,0.8021514415740967,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,13899546,599,23,0.09821,22,0.052602,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
1781172857.6304836,0.9026894569396973,B4_REVERSAL,B4_REVERSAL_R02_20260611_171416,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,15611176,599,20,0.0854,18,0.043038,305,47,4270,2391,6000,,600,,,,reversal,transition,0,no_load,both,B4: reversal,servo-app/lab-0.1
