ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781165018.7131753,0.0,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,3,0,-1023861762,711,28,0.11956,30,0.07173,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165018.8132272,0.1000518798828125,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-1020604096,1199,22,0.09394,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165018.913311,0.2001357078552246,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-1017248768,1199,19,0.08113,18,0.043038,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.0139532,0.3007779121398926,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-1013826221,1199,21,0.08967,20,0.04782,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.1140578,0.4008824825286865,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-1010537939,1199,22,0.09394,22,0.052602,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.2143953,0.5012199878692627,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-1007182272,1199,17,0.07259,19,0.045429,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.3145564,0.6013810634613037,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-1003759844,1199,19,0.08113,22,0.052602,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.4148316,0.7016563415527344,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-1000370949,1200,19,0.08113,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.5149846,0.8018093109130859,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-997015580,1199,19,0.08113,21,0.050211,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.6152837,0.9021084308624268,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-993660320,1199,20,0.0854,22,0.052602,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.715609,1.0024337768554688,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-990304599,1200,20,0.0854,21,0.050211,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.8161232,1.1029479503631592,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-986915679,1200,20,0.0854,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165019.916242,1.2030665874481201,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-983560350,1200,18,0.07686,19,0.045429,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.01691,1.3037347793579102,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-980171444,1200,19,0.08113,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.1173115,1.4041361808776855,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-976849750,1199,19,0.08113,19,0.045429,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.21754,1.5043647289276123,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-973426897,1200,20,0.0854,20,0.04782,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.3179197,1.6047444343566895,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-970105136,1199,21,0.08967,21,0.050211,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.4183927,1.7052173614501953,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-966749776,1200,19,0.08113,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.5184934,1.8053181171417236,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-963360901,1199,20,0.0854,20,0.04782,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.6188364,1.9056611061096191,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-959972175,1199,21,0.08967,19,0.045429,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.7189157,2.0057404041290283,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-956616491,1200,23,0.09821,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.8191195,2.1059441566467285,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-953294727,1199,20,0.0854,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165020.9195259,2.206350564956665,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-949939328,1200,19,0.08113,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.0199296,2.3067543506622314,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-946516996,1199,22,0.09394,20,0.04782,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.1203284,2.4071531295776367,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-943228770,1199,20,0.0854,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.2209346,2.5077593326568604,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-939806035,1200,20,0.0854,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.3214405,2.6082651615142822,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-936417267,1199,22,0.09394,21,0.050211,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.4220119,2.708836555480957,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-933061787,1200,22,0.09394,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.5223973,2.8092219829559326,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-929740095,1199,20,0.0854,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.6224384,2.9092631340026855,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-926317641,1200,20,0.0854,22,0.052602,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.722789,3.0096137523651123,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-922962044,1200,22,0.09394,21,0.050211,302,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.8231902,3.1100149154663086,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-919573213,1199,20,0.0854,22,0.052602,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165021.9232793,3.210103988647461,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-916251210,1200,21,0.08967,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.0237002,3.3105249404907227,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-912828933,1199,21,0.08967,22,0.052602,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.1240907,3.4109153747558594,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-909507140,1200,21,0.08967,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.2241523,3.510977029800415,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-906151547,1200,22,0.09394,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.3243966,3.6112213134765625,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-902762770,1199,23,0.09821,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.424766,3.7115907669067383,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-899407167,1200,21,0.08967,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.5249176,3.8117423057556152,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-896018475,1200,23,0.09821,22,0.052602,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.625649,3.912473678588867,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-892662984,1200,23,0.09821,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.7257943,4.0126190185546875,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-889307489,1200,21,0.08967,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.8262384,4.113063097000122,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-885918680,1200,23,0.09821,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165022.9266565,4.213481187820435,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-882563116,1200,21,0.08967,22,0.052602,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.0267758,4.313600540161133,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-879174409,1200,26,0.11102,23,0.054993,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.12704,4.413864612579346,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-875818885,1200,27,0.11529,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.227552,4.514376640319824,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-872496980,1200,19,0.08113,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.3279476,4.614772319793701,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-869108162,1200,23,0.09821,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.428741,4.7155656814575195,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-865685543,1200,20,0.0854,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.5291324,4.815957069396973,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-862363973,1200,22,0.09394,25,0.059775,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.6292393,4.916064023971558,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-859008412,1200,18,0.07686,24,0.057384,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.729335,5.016159772872925,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-855619408,1200,13,0.05551,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.829592,5.116416692733765,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-852264143,1200,24,0.10248,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165023.929878,5.216702699661255,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-848875108,1200,21,0.08967,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.0301514,5.316976070404053,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-845553472,1200,19,0.08113,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.1304376,5.417262315750122,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-842197861,1200,20,0.0854,18,0.043038,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.2306838,5.517508506774902,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-838808871,1200,24,0.10248,18,0.043038,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.3310702,5.617894887924194,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-835453579,1200,22,0.09394,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.431253,5.718077659606934,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-832064573,1200,21,0.08967,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.5317836,5.818608283996582,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-828709370,1200,21,0.08967,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.6320348,5.918859481811523,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-825320144,1201,21,0.08967,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.7323892,6.019213914871216,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-821964758,1200,22,0.09394,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.8328934,6.119718074798584,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-818575822,1201,20,0.0854,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165024.9332826,6.220107316970825,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-815254061,1200,23,0.09821,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.033986,6.320810794830322,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-811865335,1200,22,0.09394,23,0.054993,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.1344755,6.421300172805786,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-808476099,1201,21,0.08967,22,0.052602,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.2345877,6.521412372589111,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-805120697,1200,20,0.0854,22,0.052602,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.3349547,6.621779441833496,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-801731672,1201,19,0.08113,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.4353828,6.722207546234131,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-798376356,1200,20,0.0854,20,0.04782,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.535739,6.822563648223877,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-795021192,1200,20,0.0854,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.6361978,6.923022508621216,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-791665587,1200,20,0.0854,21,0.050211,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.736504,7.02332878112793,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-788343751,1200,21,0.08967,22,0.052602,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
1781165025.837032,7.123856782913208,D3_LONG_CYCLE_HARD,D3_LONG_CYCLE_HARD_R01_20260611_150338,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,-784921166,1201,20,0.0854,19,0.045429,303,49,4270,2391,6000,,1200,,,,cyclic,elevated_load,0,no_load,both,"D3: long cycle, frequent acc/dec",servo-app/lab-0.1
