ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781172537.5920699,7.123931407928467,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1037572989,1500,20,0.0854,20,0.04782,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172537.6924543,7.224315881729126,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1041768285,1501,23,0.09821,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172537.792963,7.324824571609497,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1046003749,1500,25,0.10675,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172537.8932798,7.425141334533691,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1050114709,1500,21,0.08967,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172537.993652,7.525513648986816,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1054308067,1499,22,0.09394,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.093725,7.62558650970459,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1058545343,1501,21,0.08967,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.1940567,7.725918292999268,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1062780831,1499,23,0.09821,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.2945347,7.826396226882935,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1067017371,1499,28,0.11956,24,0.057384,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.3950167,7.926878213882446,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1071253127,1501,22,0.09394,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.4954271,8.027288675308228,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1075447957,1499,23,0.09821,23,0.054993,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.595911,8.127772569656372,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1079683900,1501,20,0.0854,20,0.04782,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.6963124,8.228173971176147,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1083877927,1498,25,0.10675,27,0.064557,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.796539,8.328400611877441,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1088030056,1500,24,0.10248,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.89704,8.428901433944702,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1092266769,1499,24,0.10248,23,0.054993,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172538.997546,8.529407501220703,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1096502936,1501,20,0.0854,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.0978909,8.629752397537231,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1100654989,1498,25,0.10675,26,0.062166,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.1983237,8.730185270309448,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1104891223,1501,19,0.08113,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.298598,8.830459594726562,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1109085676,1499,21,0.08967,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.3986292,8.930490732192993,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1113237953,1500,23,0.09821,22,0.052602,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.4991484,9.031009912490845,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1117515613,1498,24,0.10248,25,0.059775,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.5995853,9.131446838378906,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1121752155,1501,20,0.0854,19,0.045429,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.6996703,9.231531858444214,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1125946313,1499,20,0.0854,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.7998698,9.33173131942749,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1130140872,1501,20,0.0854,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172539.9003165,9.432178020477295,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1134292575,1498,25,0.10675,26,0.062166,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.0009625,9.532824039459229,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1138571155,1501,19,0.08113,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.1010003,9.632861852645874,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1142807263,1499,20,0.0854,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.201052,9.732913494110107,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1147001841,1501,19,0.08113,19,0.045429,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.3014464,9.833307981491089,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1151153402,1498,25,0.10675,25,0.059775,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.401503,9.933364629745483,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1155348214,1501,20,0.0854,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.501611,10.033472537994385,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1159584271,1499,22,0.09394,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.6020036,10.133865118026733,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1163778795,1501,20,0.0854,19,0.045429,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.7025254,10.234386920928955,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1168014227,1499,23,0.09821,25,0.059775,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.8028643,10.334725856781006,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1172167096,1501,21,0.08967,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172540.903396,10.43525743484497,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1176445263,1500,21,0.08967,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.0037448,10.535606384277344,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1180597762,1501,20,0.0854,18,0.043038,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.1039875,10.635848999023438,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1184791275,1499,24,0.10248,25,0.059775,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.2042856,10.736147165298462,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1189070099,1501,21,0.08967,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.304481,10.836342573165894,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1193222345,1500,19,0.08113,19,0.045429,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.4047916,10.936653137207031,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1197416791,1501,20,0.0854,19,0.045429,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.5049613,11.03682279586792,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1201694211,1499,22,0.09394,22,0.052602,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.6055064,11.137367963790894,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1205889027,1501,21,0.08967,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.705937,11.23779845237732,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1210083231,1500,20,0.0854,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.8062623,11.338123798370361,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1214235734,1501,20,0.0854,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172541.9069664,11.438827991485596,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1218471207,1499,22,0.09394,23,0.054993,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.007123,11.538984537124634,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1222708023,1501,21,0.08967,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.107286,11.639147520065308,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1226902200,1500,22,0.09394,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.2078424,11.739703893661499,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1231138645,1501,23,0.09821,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.308389,11.840250492095947,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1235332078,1499,24,0.10248,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.4086103,11.940471887588501,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1239569023,1501,21,0.08967,22,0.052602,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.5086777,12.040539264678955,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1243763020,1500,22,0.09394,22,0.052602,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.609206,12.141067504882812,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1247957551,1501,21,0.08967,19,0.045429,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.709711,12.241572618484497,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1252150914,1499,22,0.09394,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.8102539,12.34211540222168,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1256429998,1501,22,0.09394,19,0.045429,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172542.910684,12.442545652389526,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1260623791,1499,22,0.09394,20,0.04782,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.011104,12.542965650558472,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1264860546,1501,20,0.0854,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.1114419,12.643303394317627,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1269053736,1499,20,0.0854,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.2116854,12.743546962738037,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1273249008,1501,20,0.0854,19,0.045429,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.312019,12.843880653381348,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1277442778,1499,23,0.09821,23,0.054993,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.4123287,12.944190263748169,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1281637547,1501,22,0.09394,20,0.04782,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.51252,13.044381618499756,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1285872641,1500,21,0.08967,20,0.04782,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.6129966,13.144858121871948,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1290067876,1501,21,0.08967,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.71333,13.24519157409668,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1294261625,1500,22,0.09394,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.8133888,13.345250368118286,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1298456477,1501,20,0.0854,20,0.04782,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172543.913504,13.44536542892456,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1302607752,1499,21,0.08967,18,0.043038,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.013821,13.545682430267334,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1306886827,1501,22,0.09394,21,0.050211,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.1142259,13.646087408065796,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1311122607,1500,21,0.08967,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.2144408,13.746302366256714,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1315359061,1499,26,0.11102,24,0.057384,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.314665,13.846526622772217,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1319510750,1500,21,0.08967,20,0.04782,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.4150693,13.946930885314941,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1323747570,1500,22,0.09394,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.515133,14.04699444770813,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1327899581,1500,24,0.10248,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.6153843,14.14724588394165,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1332094213,1500,26,0.11102,23,0.054993,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.7157662,14.24762773513794,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1336245673,1500,19,0.08113,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.8158004,14.347661972045898,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1340482702,1500,23,0.09821,22,0.052602,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172544.9159017,14.447763204574585,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1344718647,1500,21,0.08967,22,0.052602,307,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172545.0163507,14.54821228981018,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1348913057,1499,24,0.10248,23,0.054993,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172545.1163785,14.648240089416504,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1353148878,1501,19,0.08113,21,0.050211,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172545.216556,14.748417615890503,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1357301607,1500,23,0.09821,23,0.054993,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172545.3169036,14.848765134811401,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1361537696,1501,22,0.09394,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172545.4174042,14.949265718460083,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1365690020,1499,26,0.11102,23,0.054993,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172545.5175028,15.0493643283844,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1369925817,1501,23,0.09821,22,0.052602,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
1781172545.617645,15.149506568908691,C5_SPEED_1500,C5_SPEED_1500_R02_20260611_170849,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1374162257,1499,21,0.08967,23,0.054993,306,47,4270,2391,6000,,1500,,,,constant_speed,transition,0,no_load,cw,C5: 1500 rpm,servo-app/lab-0.1
