ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781157302.4441445,0.0,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7101,0,-1,-0.00427,0,0.0,298,48,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157302.710123,0.2659785747528076,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7097,0,0,0.0,-1,-0.002391,298,48,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157302.8103118,0.3661673069000244,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7101,0,-1,-0.00427,0,0.0,299,48,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157302.9110818,0.4669373035430908,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7095,0,-1,-0.00427,-1,-0.002391,299,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157303.0114675,0.5673229694366455,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7091,0,0,0.0,0,0.0,298,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157303.1118994,0.6677548885345459,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7091,0,0,0.0,0,0.0,299,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157303.2122312,0.7680866718292236,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7095,0,-1,-0.00427,0,0.0,299,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157303.3122942,0.8681497573852539,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7095,0,-1,-0.00427,-1,-0.002391,298,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157303.4125721,0.9684276580810547,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7097,0,-1,-0.00427,0,0.0,299,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781157303.5126376,1.068493127822876,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R03_20260611_125501,delta-asda-b3-e,1616,VE|SOD|TR,1,0,-7095,0,0,0.0,0,0.0,299,48,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
