ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781155888.8266053,0.0,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155888.9268486,0.10024333000183105,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7480,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.0328145,0.2062091827392578,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.1331773,0.30657196044921875,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.233702,0.40709662437438965,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.334043,0.5074377059936523,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.4342053,0.6075999736785889,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7488,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.53427,0.7076647281646729,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.6346195,0.8080141544342041,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
1781155889.7347124,0.9081070423126221,A1_HOLDING_SERVO_ON,A1_HOLDING_SERVO_ON_R02_20260611_123128,delta-asda-b3-e,1616,VE|SOD|TR,1,0,7484,0,0,0.0,0,0.0,300,47,4270,2391,6000,,0,,,,holding,normal,0,no_load,none,"A1: Servo ON, shaft stationary",servo-app/lab-0.1
