ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781163469.6323905,0.0,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,6931320,300,19,0.08113,18,0.043038,302,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163469.7329352,0.10054469108581543,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,7778294,299,22,0.09394,23,0.054993,302,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163469.8336535,0.2012629508972168,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,8616988,300,17,0.07259,17,0.040647,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163469.9338222,0.30143165588378906,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,9464173,299,20,0.0854,20,0.04782,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163470.0344703,0.40207982063293457,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,10302879,301,18,0.07686,19,0.045429,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163470.1350348,0.5026443004608154,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,11149687,299,23,0.09821,24,0.057384,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163470.2354584,0.6030678749084473,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,11989398,301,16,0.06832,15,0.035865,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163470.3362753,0.7038848400115967,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,12835930,298,21,0.08967,20,0.04782,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163470.4367082,0.8043177127838135,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,13675012,300,19,0.08113,19,0.045429,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163470.5380454,0.9056549072265625,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,14529968,299,21,0.08967,23,0.054993,300,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
1781163470.6382484,1.0058579444885254,C1_SPEED_300,C1_SPEED_300_R01_20260611_143748,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,15369482,300,16,0.06832,18,0.043038,301,49,4270,2391,6000,,300,,,,constant_speed,normal,0,no_load,cw,C1: 300 rpm,servo-app/lab-0.1
