ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781162699.0171287,0.0,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,755512171,300,16,0.06832,15,0.035865,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.1177063,0.10057759284973145,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,756349829,300,20,0.0854,19,0.045429,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.217807,0.20067834854125977,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,757190358,300,16,0.06832,16,0.038256,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.3179092,0.3007805347442627,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,758027565,299,18,0.07686,17,0.040647,301,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.418316,0.4011871814727783,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,758875803,299,16,0.06832,17,0.040647,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.5187705,0.5016417503356934,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,759713347,300,20,0.0854,21,0.050211,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.6189363,0.6018075942993164,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,760553670,300,17,0.07259,18,0.043038,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.7195883,0.7024595737457275,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,761399844,300,16,0.06832,18,0.043038,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.8197017,0.8025729656219482,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,762239153,300,15,0.06405,16,0.038256,302,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
1781162699.9199173,0.9027886390686035,A4_ROTATE_BOTH_DIRS,A4_ROTATE_BOTH_DIRS_R01_20260611_142458,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,763076817,300,19,0.08113,20,0.04782,301,49,4270,2391,6000,,300,,,,reversal,normal,0,no_load,both,A4: rotate both directions,servo-app/lab-0.1
