ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781172368.557765,8.124897480010986,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1715095443,899,21,0.08967,22,0.052602,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172368.6580288,8.22516131401062,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1717612868,901,12,0.05124,16,0.038256,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172368.75844,8.325572490692139,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1720128481,899,15,0.06405,18,0.043038,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172368.8590076,8.426140069961548,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1722620524,901,23,0.09821,18,0.043038,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172368.959478,8.526610374450684,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1725161371,899,20,0.0854,25,0.059775,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.0597153,8.626847743988037,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1727729302,901,20,0.0854,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.160103,8.727235555648804,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1730220214,900,22,0.09394,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.2604449,8.827577352523804,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1732787415,901,16,0.06832,16,0.038256,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.3607519,8.927884340286255,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1735302985,899,21,0.08967,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.460823,9.027955532073975,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1737820409,900,19,0.08113,18,0.043038,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.5616443,9.128776788711548,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1740361691,900,19,0.08113,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.6617274,9.228859901428223,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1742878788,901,20,0.0854,23,0.054993,308,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.7620962,9.329228639602661,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1745343915,899,19,0.08113,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.8621671,9.429299592971802,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1747886573,900,14,0.05978,15,0.035865,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172369.9622989,9.529431343078613,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1750452999,900,20,0.0854,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.0627897,9.629922151565552,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1752969952,901,22,0.09394,16,0.038256,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.1630068,9.730139255523682,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1755485729,900,19,0.08113,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.2630174,9.83014988899231,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1757977650,901,12,0.05124,13,0.031083,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.3631754,9.930307865142822,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1760493786,900,19,0.08113,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.4634593,10.0305917263031,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1763061324,900,20,0.0854,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.564227,10.131359577178955,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1765577074,900,18,0.07686,22,0.052602,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.6643417,10.231474161148071,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1768119475,900,18,0.07686,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.7645712,10.331703662872314,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1770635454,900,22,0.09394,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.865013,10.432145357131958,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1773127077,900,21,0.08967,27,0.064557,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172370.9653184,10.532450914382935,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1775668279,900,18,0.07686,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.0657718,10.632904291152954,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1778210542,900,19,0.08113,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.1659982,10.733130693435669,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1780727083,900,21,0.08967,16,0.038256,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.2663739,10.833506345748901,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1783268896,901,20,0.0854,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.3664844,10.933616876602173,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1785784612,900,19,0.08113,17,0.040647,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.4669101,11.034042596817017,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1788301597,899,20,0.0854,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.5672693,11.134401798248291,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1790818061,900,18,0.07686,19,0.045429,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.6676362,11.234768629074097,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1793360061,900,19,0.08113,21,0.050211,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.7677374,11.334869861602783,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1795850972,901,17,0.07259,14,0.033474,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.867959,11.435091495513916,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1798392866,899,18,0.07686,17,0.040647,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172371.968395,11.535527467727661,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1800934557,900,20,0.0854,21,0.050211,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.068943,11.636075496673584,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1803451256,900,21,0.08967,21,0.050211,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.1694202,11.736552715301514,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1805992520,900,22,0.09394,25,0.059775,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.2695482,11.83668065071106,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1808509388,900,21,0.08967,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.3698633,11.9369957447052,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1811025758,900,24,0.10248,22,0.052602,306,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.4702353,12.037367820739746,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1813542648,900,18,0.07686,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.570503,12.137635469436646,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1816083821,900,16,0.06832,16,0.038256,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.670966,12.238098382949829,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1818575576,900,20,0.0854,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.771283,12.338415384292603,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1821091953,900,23,0.09821,22,0.052602,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.8717816,12.438914060592651,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1823658837,900,19,0.08113,18,0.043038,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172372.9719124,12.539044857025146,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1826174892,900,20,0.0854,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.0724034,12.639535903930664,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1828717092,900,21,0.08967,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.1727095,12.739841938018799,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1831208437,900,15,0.06405,15,0.035865,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.2732303,12.840362787246704,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1833725267,901,20,0.0854,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.3736043,12.940736770629883,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1836266103,900,18,0.07686,14,0.033474,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.4740312,13.041163682937622,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1838808143,900,25,0.10675,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.5743442,13.14147663116455,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1841349762,900,20,0.0854,18,0.043038,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.6748204,13.241952896118164,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1843841570,900,21,0.08967,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.7751338,13.342266321182251,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1846382850,900,19,0.08113,24,0.057384,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.8756309,13.442763328552246,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1848899673,900,22,0.09394,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172373.9758368,13.542969226837158,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1851415820,899,23,0.09821,24,0.057384,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.0760632,13.643195629119873,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1853958061,900,17,0.07259,22,0.052602,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.1765163,13.743648767471313,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1856499028,900,15,0.06405,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.2773173,13.844449758529663,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1859016131,900,24,0.10248,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.377439,13.944571495056152,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1861532347,900,17,0.07259,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.4776607,14.044793128967285,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1864049344,900,21,0.08967,17,0.040647,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.577736,14.14486837387085,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1866540013,900,15,0.06405,15,0.035865,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.677977,14.245109558105469,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1869107345,900,22,0.09394,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.7783704,14.345502853393555,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1871598446,900,18,0.07686,17,0.040647,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.8785746,14.445707082748413,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1874165743,901,19,0.08113,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172374.9791586,14.54629111289978,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1876681352,900,14,0.05978,14,0.033474,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.0793977,14.646530151367188,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1879223733,899,25,0.10675,22,0.052602,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.1795044,14.746636867523193,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1881714908,900,22,0.09394,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.2797523,14.846884727478027,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1884232048,900,18,0.07686,18,0.043038,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.3803077,14.947440147399902,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1886772923,901,15,0.06405,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.4807265,15.047858953475952,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1889314768,899,23,0.09821,22,0.052602,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.5811222,15.148254632949829,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1891831152,900,24,0.10248,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.6816952,15.248827695846558,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1894373422,900,18,0.07686,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.7818775,15.349009990692139,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1896864364,900,18,0.07686,20,0.04782,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.8823912,15.449523687362671,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1899406347,899,17,0.07259,22,0.052602,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172375.9825394,15.54967188835144,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1901947729,900,23,0.09821,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.083055,15.650187492370605,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1904464509,899,16,0.06832,21,0.050211,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.1834862,15.750618696212769,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1906980693,901,17,0.07259,16,0.038256,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.2836993,15.850831747055054,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1909497341,899,20,0.0854,24,0.057384,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.3838472,15.950979709625244,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1912013912,900,20,0.0854,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.48433,16.051462411880493,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1914555799,899,23,0.09821,23,0.054993,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.584529,16.15166139602661,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1917097198,901,16,0.06832,24,0.057384,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.6850429,16.252175331115723,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1919613529,898,25,0.10675,27,0.064557,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
1781172376.7853043,16.352436780929565,C3_SPEED_900,C3_SPEED_900_R02_20260611_170559,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,3,0,1922105126,900,19,0.08113,19,0.045429,307,47,4270,2391,6000,,900,,,,constant_speed,normal,0,no_load,cw,C3: 900 rpm,servo-app/lab-0.1
