ts,t,experiment_id,session_id,device_id,statusword,statusword_flags,mode_display,error_code,position,velocity,current,current_A,torque,torque_Nm,dc_bus_voltage,drive_temp,rated_current,rated_torque,max_motor_speed,target_position,target_velocity,target_torque,acceleration_cmd,deceleration_cmd,regime_label,risk_label,is_artificial_anomaly,load_type,direction,operator_comment,software_version
1781172760.9704084,0.0,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,38320,38,18,0.07686,17,0.040647,307,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.0706723,0.10026383399963379,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,55684,1,18,0.07686,18,0.043038,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.1708117,0.20040321350097656,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,13360,-12,-15,-0.06405,-15,-0.035865,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.2712762,0.30086779594421387,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,1591,RTSO|SO|OE|VE|QS|TR,1,0,6015,0,-13,-0.05551,-12,-0.028692,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.3715608,0.4011523723602295,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,53368,5,19,0.08113,19,0.045429,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.4720507,0.5016422271728516,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,42695,-32,-11,-0.04697,-13,-0.031083,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.5724854,0.6020770072937012,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,7099,-2,-15,-0.06405,-13,-0.031083,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.67293,0.702521562576294,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,5847,0,-11,-0.04697,-11,-0.026301,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.7729623,0.8025538921356201,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,5957,0,-10,-0.0427,-10,-0.02391,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.8734329,0.903024435043335,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,4663,RTSO|SO|OE|VE|QS|ACK,1,0,6135,1,-2,-0.00854,-3,-0.007173,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172761.9738595,1.0034511089324951,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,54231,3,18,0.07686,19,0.045429,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172762.0739255,1.1035170555114746,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,35144,-40,-12,-0.05124,-12,-0.028692,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172762.1742713,1.2038629055023193,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,6993,-2,-15,-0.06405,-13,-0.031083,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
1781172762.2744563,1.3040478229522705,B3_ACC_DEC_SHARP,B3_ACC_DEC_SHARP_R02_20260611_171240,delta-asda-b3-e,567,RTSO|SO|OE|VE|QS,1,0,47080,15,18,0.07686,18,0.043038,306,47,4270,2391,6000,,1200,,,,acceleration,elevated_load,0,no_load,cw,B3: sharp but allowed acc/dec,servo-app/lab-0.1
