ts,statusword,mode_display,position,velocity,torque,current,error_code,rated_current,rated_torque,max_motor_speed,dc_bus_voltage,drive_temp,current_A,torque_Nm
1776839614.1183147,1591,1,-46603366,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839614.2189362,1591,1,-46603366,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839614.3194923,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839614.4202013,1591,1,-46603366,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839614.5203302,1591,1,-46603356,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839614.6206775,1591,1,-46603358,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839614.7212882,1591,1,-46603362,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839614.8214667,1591,1,-46603352,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839614.921993,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839615.0225432,1591,1,-46603366,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839615.1229262,1591,1,-46603358,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839615.2232394,1591,1,-46603378,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839615.3234732,1591,1,-46603394,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839615.4236062,1591,1,-46603390,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839615.5241683,1591,1,-46603404,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839615.6242464,1591,1,-46603416,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839615.724406,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839615.824983,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839615.9250326,1591,1,-46603416,0,-16,-14,0,4270,2391,6000,305,37,-0.05978,-0.038256
1776839616.0253906,1591,1,-46603408,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839616.1442962,1591,1,-46603410,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839616.2447758,1591,1,-46603410,0,-16,-15,0,4270,2391,6000,305,37,-0.06405,-0.038256
1776839616.3453157,1591,1,-46603404,0,-15,-17,0,4270,2391,6000,305,37,-0.07259,-0.035865
1776839616.4454944,1591,1,-46603408,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839616.5460398,1591,1,-46603398,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839616.662518,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839616.7627676,1591,1,-46603356,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839616.8637433,1591,1,-46603384,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839616.964572,1591,1,-46603420,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839617.0647588,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839617.178994,1591,1,-46603362,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839617.2794888,1591,1,-46603352,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839617.3797045,1591,1,-46603366,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839617.4800453,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839617.5802622,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839617.698747,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839617.7997525,1591,1,-46603368,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839617.9002078,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839618.0007112,1591,1,-46603352,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839618.1011386,1591,1,-46603366,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839618.2030063,1591,1,-46603384,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839618.3032534,1591,1,-46603382,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839618.4040341,1591,1,-46603398,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839618.5044582,1591,1,-46603408,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839618.6047258,1591,1,-46603410,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839618.710932,1591,1,-46603362,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839618.8114731,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839618.911575,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839619.011811,1591,1,-46603356,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839619.1123204,1591,1,-46603352,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839619.2133312,1591,1,-46603384,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839619.3139448,1591,1,-46603372,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839619.414332,1591,1,-46603394,0,-16,-15,0,4270,2391,6000,305,37,-0.06405,-0.038256
1776839619.5149593,1591,1,-46603394,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839619.615045,1591,1,-46603398,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839619.7268517,1591,1,-46603404,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839619.8272376,1591,1,-46603378,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839619.9274237,1591,1,-46603382,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839620.027581,1591,1,-46603376,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839620.1278436,1591,1,-46603384,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839620.2279491,1591,1,-46603384,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839620.3281024,1591,1,-46603368,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839620.428452,1591,1,-46603382,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839620.5288837,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839620.6292596,1591,1,-46603372,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839620.729572,1591,1,-46603368,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839620.829767,1591,1,-46603358,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839620.9300325,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839621.030593,1591,1,-46603358,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839621.1310425,1591,1,-46603372,0,-16,-15,0,4270,2391,6000,305,37,-0.06405,-0.038256
1776839621.2312856,1591,1,-46603368,0,-16,-16,0,4270,2391,6000,304,37,-0.06832,-0.038256
1776839621.3318262,1591,1,-46603358,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839621.4318938,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839621.5324461,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839621.633295,1591,1,-46603362,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839621.733664,1591,1,-46603366,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839621.8340878,1591,1,-46603362,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839621.9342158,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839622.034372,1591,1,-46603388,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839622.1348066,1591,1,-46603384,0,-17,-15,0,4270,2391,6000,305,37,-0.06405,-0.040647
1776839622.2351959,1591,1,-46603378,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839622.335532,1591,1,-46603408,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839622.4356601,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839622.535998,1591,1,-46603408,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839622.6361709,1591,1,-46603404,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839622.736498,1591,1,-46603390,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839622.8368297,1591,1,-46603404,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839622.937234,1591,1,-46603404,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839623.0374086,1591,1,-46603394,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839623.137967,1591,1,-46603398,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839623.2383046,1591,1,-46603378,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839623.3387282,1591,1,-46603384,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839623.4389112,1591,1,-46603366,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839623.539477,1591,1,-46603366,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839623.6398618,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839623.750032,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839623.850198,1591,1,-46603368,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839623.9504168,1591,1,-46603356,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839624.0506904,1591,1,-46603356,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839624.1510656,1591,1,-46603378,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839624.2514617,1591,1,-46603352,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839624.3520045,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839624.4523404,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839624.5527482,1591,1,-46603356,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839624.6531482,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839624.7535222,1591,1,-46603366,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839624.85398,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839624.9541662,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839625.0546508,1591,1,-46603372,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839625.1551802,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839625.2849581,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839625.3851697,1591,1,-46603376,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839625.4859238,1591,1,-46603384,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839625.5861104,1591,1,-46603398,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839625.6872938,1591,1,-46603404,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839625.787868,1591,1,-46603400,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839625.8882132,1591,1,-46603400,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839625.9885485,1591,1,-46603378,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839626.0893588,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839626.1895587,1591,1,-46603368,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839626.290093,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839626.3902044,1591,1,-46603366,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839626.4905057,1591,1,-46603362,0,-17,-18,0,4270,2391,6000,305,37,-0.07686,-0.040647
1776839626.5910695,1591,1,-46603358,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839626.6911683,1591,1,-46603368,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839626.7919855,1591,1,-46603376,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839626.8924034,1591,1,-46603362,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839626.9927664,1591,1,-46603368,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839627.0931165,1591,1,-46603352,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839627.1936433,1591,1,-46603368,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839627.3011088,1591,1,-46603358,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839627.4014306,1591,1,-46603356,0,-16,-15,0,4270,2391,6000,305,37,-0.06405,-0.038256
1776839627.502184,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839627.6022956,1591,1,-46603356,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839627.7028785,1591,1,-46603366,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839627.8032763,1591,1,-46603352,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839627.9035764,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839628.0041065,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839628.1045616,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839628.2049477,1591,1,-46603356,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839628.305113,1591,1,-46603376,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839628.40566,1591,1,-46603378,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839628.506037,1591,1,-46603384,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839628.6068926,1591,1,-46603398,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839628.7072525,1591,1,-46603400,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839628.8145924,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839628.915168,1591,1,-46603352,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839629.0155063,1591,1,-46603382,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839629.1159346,1591,1,-46603382,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839629.2163022,1591,1,-46603378,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839629.3168402,1591,1,-46603390,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839629.4171898,1591,1,-46603400,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839629.5176585,1591,1,-46603416,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839629.6183474,1591,1,-46603394,0,-16,-15,0,4270,2391,6000,305,37,-0.06405,-0.038256
1776839629.718503,1591,1,-46603394,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839629.8188765,1591,1,-46603408,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839629.9200158,1591,1,-46603376,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839630.020155,1591,1,-46603372,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839630.1205986,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839630.2207649,1591,1,-46603372,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839630.3211906,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839630.421741,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839630.5221274,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839630.622254,1591,1,-46603356,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839630.7225044,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839630.8226974,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839630.9235198,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.0240335,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.1242461,1591,1,-46603368,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.2246766,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.3260694,1591,1,-46603352,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.426438,1591,1,-46603388,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.5266407,1591,1,-46603394,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839631.6270003,1591,1,-46603384,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.7274985,1591,1,-46603416,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839631.8309543,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839631.9319663,1591,1,-46603352,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839632.0322268,1591,1,-46603356,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839632.13253,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839632.2327483,1591,1,-46603356,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839632.3464644,1591,1,-46603384,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839632.447229,1591,1,-46603404,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839632.5475247,1591,1,-46603398,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839632.648014,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839632.7484832,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839632.8570278,1591,1,-46603384,0,-15,-15,0,4270,2391,6000,305,37,-0.06405,-0.035865
1776839632.9574184,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839633.0578096,1591,1,-46603404,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839633.1582582,1591,1,-46603408,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839633.258832,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839633.3591225,1591,1,-46603410,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839633.459263,1591,1,-46603404,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839633.560139,1591,1,-46603398,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839633.6605961,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,306,37,-0.06832,-0.040647
1776839633.7614102,1591,1,-46603368,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839633.8620515,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839633.9621377,1591,1,-46603362,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839634.062262,1591,1,-46603356,0,-16,-15,0,4270,2391,6000,306,37,-0.06405,-0.038256
1776839634.1627762,1591,1,-46603356,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839634.263079,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839634.3690102,1591,1,-46603420,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839634.469634,1591,1,-46603384,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839634.5699108,1591,1,-46603394,0,-16,-15,0,4270,2391,6000,305,37,-0.06405,-0.038256
1776839634.670164,1591,1,-46603382,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839634.7705255,1591,1,-46603378,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839634.8707764,1591,1,-46603372,0,-15,-17,0,4270,2391,6000,305,37,-0.07259,-0.035865
1776839634.9708881,1591,1,-46603358,0,-15,-16,0,4270,2391,6000,305,37,-0.06832,-0.035865
1776839635.0713532,1591,1,-46603366,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839635.1716514,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839635.2720082,1591,1,-46603372,0,-17,-15,0,4270,2391,6000,305,37,-0.06405,-0.040647
1776839635.3838725,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839635.4839332,1591,1,-46603362,0,-18,-17,0,4270,2391,6000,305,37,-0.07259,-0.043038
1776839635.5842843,1591,1,-46603362,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839635.684749,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839635.784979,1591,1,-46603348,0,-16,-16,0,4270,2391,6000,306,37,-0.06832,-0.038256
1776839635.9043264,1591,1,-46603356,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839636.0048494,1591,1,-46603366,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839636.1053808,1591,1,-46603356,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839636.2056894,1591,1,-46603352,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839636.3063164,1591,1,-46603372,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839636.4065456,1591,1,-46603382,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839636.507105,1591,1,-46603372,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839636.607561,1591,1,-46603404,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839636.7081447,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839636.8086276,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,306,37,-0.06832,-0.038256
1776839636.9092484,1591,1,-46603416,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839637.0093327,1591,1,-46603398,0,-17,-17,0,4270,2391,6000,305,37,-0.07259,-0.040647
1776839637.1097507,1591,1,-46603398,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839637.210237,1591,1,-46603394,0,-16,-15,0,4270,2391,6000,305,37,-0.06405,-0.038256
1776839637.3106358,1591,1,-46603372,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839637.411199,1591,1,-46603378,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839637.511581,1591,1,-46603372,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839637.6120315,1591,1,-46603366,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839637.7123635,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,306,37,-0.06832,-0.038256
1776839637.812832,1591,1,-46603358,0,-16,-17,0,4270,2391,6000,306,37,-0.07259,-0.038256
1776839637.9133031,1591,1,-46603356,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839638.0135148,1591,1,-46603348,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839638.1136534,1591,1,-46603356,0,-16,-17,0,4270,2391,6000,305,37,-0.07259,-0.038256
1776839638.2137725,1591,1,-46603362,0,-16,-16,0,4270,2391,6000,305,37,-0.06832,-0.038256
1776839638.3138912,1591,1,-46603352,0,-17,-16,0,4270,2391,6000,305,37,-0.06832,-0.040647
1776839638.4162307,567,1,-45398111,1363,24,24,0,4270,2391,6000,305,37,0.10248,0.057384
1776839638.5168211,567,1,-40559649,1776,27,27,0,4270,2391,6000,305,37,0.11529,0.064557
1776839638.616904,567,1,-35566219,1788,22,23,0,4270,2391,6000,305,37,0.09821,0.052602
1776839638.7171288,567,1,-30566259,1788,27,26,0,4270,2391,6000,305,37,0.11102,0.064557
1776839638.8172848,567,1,-25566490,1788,24,25,0,4270,2391,6000,305,37,0.10675,0.057384
1776839638.9176676,567,1,-20516229,1788,27,26,0,4270,2391,6000,306,37,0.11102,0.064557
1776839639.0181243,567,1,-15466469,1788,23,23,0,4270,2391,6000,305,37,0.09821,0.054993
1776839639.1185896,567,1,-10466353,1788,24,26,0,4270,2391,6000,305,37,0.11102,0.057384
1776839639.2274039,567,1,-5066155,1789,23,24,0,4270,2391,6000,306,37,0.10248,0.054993
1776839639.3277047,567,1,-15923,1789,23,26,0,4270,2391,6000,306,37,0.11102,0.054993
1776839639.4278786,567,1,4983832,1789,24,25,0,4270,2391,6000,305,37,0.10675,0.057384
1776839639.5281081,567,1,9983966,1789,28,26,0,4270,2391,6000,305,37,0.11102,0.066948
1776839639.628642,567,1,15033988,1789,24,24,0,4270,2391,6000,306,37,0.10248,0.057384
1776839639.7295818,567,1,20334087,1789,24,22,0,4270,2391,6000,305,37,0.09394,0.057384
1776839639.8300664,567,1,25083849,1789,24,23,0,4270,2391,6000,305,37,0.09821,0.057384
1776839639.9303777,567,1,30133984,1789,25,23,0,4270,2391,6000,305,37,0.09821,0.059775
1776839640.0307744,567,1,35133834,1789,25,24,0,4270,2391,6000,306,37,0.10248,0.059775
1776839640.1320114,567,1,40183960,1789,27,23,0,4270,2391,6000,305,37,0.09821,0.064557
1776839640.2323337,567,1,45232472,1774,8,6,0,4270,2391,6000,306,37,0.02562,0.019128
1776839640.332874,567,1,46567242,65,18,18,0,4270,2391,6000,306,37,0.07686,0.043038
